histologic;NFKB1;NFKB2;NFKBIA;NFKBIB;NFKBID;NFKBIE;NFKBIL1;NFKBIZ;CCND1;CCNE1;CDK20;CDK2;CDK2AP1;CDK2AP2;MYC;MYCBP2;MYCBP;MYCBPAP;MYCL;MYCN;MYCNOS;MYCT1;C1QTNF1;C1QTNF2;C1QTNF3;C1QTNF4;C1QTNF6;C1QTNF7;C1QTNF8;C1QTNF9;C1QTNF9B;C1QTNF9B.AS1;TNF;TNFAIP1;TNFAIP2;TNFAIP3;TNFAIP6;TNFAIP8;TNFAIP8L1;TNFAIP8L2;TNFAIP8L3;TNFRSF10A;TNFRSF10B;TNFRSF10C;TNFRSF10D;TNFRSF11A;TNFRSF11B;TNFRSF12A;TNFRSF13B;TNFRSF13C;TNFRSF14;TNFRSF17;TNFRSF18;TNFRSF19;TNFRSF1A;TNFRSF1B;TNFRSF21;TNFRSF25;TNFRSF4;TNFRSF6B;TNFRSF8;TNFRSF9;TNFSF10;TNFSF11;TNFSF12;TNFSF12.TNFSF13;TNFSF13;TNFSF13B;TNFSF14;TNFSF15;TNFSF18;TNFSF4;TNFSF8;TNFSF9;IL1B;IL6;IL6R;IL6ST;PPIL6;BCL2A1;GADD45B;BCL2;BCL2L10;BCL2L11;BCL2L12;BCL2L13;BCL2L14;BCL2L15;BCL2L1;BCL2L2;TRAF1;TRAF2;XIAP;CFLAR;TERT;SOD2;PLAU;PLAUR;IMMP2L;MMP20;MMP21;MMP23A;MMP23B;MMP24;MMP2;MMP25;MMP26;MMP27;MMP28;WHAMMP2;MMP9;VCAM1;ICAM1;TICAM1;SELE;SELENBP1;NANOS1;NANOS2;NOS2;ACOX2;COX20;CXCL10;CXCL11;CXCL12;CXCL1;CXCL13;CXCL14;CXCL16;CXCL17;VEGFA;VEGFB;VEGFC;HIF1A;HIF1AN
GBM;694.5585;344.4559;2300.308;442.5051;74.9487;316.2218;245.3799;804.9281;620.7598;172.4846;264.3737;455.8522;10465.0924;941.9918;542.0945;847.5359;606.2628;59.5483;84.7023;57.4949;2.0534;116.5298;4827.0021;34.9076;187.885;16.4271;387.0637;11.807;0;5.1335;7.6129;44.7485;24.6407;1179.4199;2578.0287;665.8111;250.5133;302.3614;108.3162;343.9425;398.8706;14.8871;1917.3511;135.0103;257.1869;67.2485;98.5626;2005.6468;1.0267;2.5667;1672.6386;3.0801;22.5873;883.9836;2993.8398;1981.5195;2654.5175;133.9836;16.9405;201.3552;41.0678;10.2669;594.9692;8.7269;1096.6222;743.152;1159.7125;189.4251;30.8008;1.54;6.1602;104.7228;111.3963;80.5955;257.1869;108.3162;236.1396;420.9446;86.2423;404.5175;1067.7618;391.1704;0.5133;469.7125;179.9641;943.5318;3.5934;36.4476;3275.6674;775.8624;359.8563;127.3101;1058.0082;761.807;3.5934;30425.0513;1441.0318;1813.1417;187.885;0;0.5133;0;20.5339;474.3326;1791.5811;215.0462;0;0;258.7269;54.4148;2259.7536;1581.6222;1682.7515;377.8234;7.1869;1182.7515;152.4641;0.5133;278.2341;376.2834;1612.1407;294.6612;51.3347;1718.1725;416.8378;374.7433;23874.23;3930.6982;0;4079.0554;2810.5749;89.8357;9576.4887;731.5195
GBM;467.432;226.7069;1003.9879;621.6314;71.0574;292.4471;345.6193;107.3112;2863.1976;174.9849;364.9547;953.2326;9664.29;853.1722;671.4199;902.4773;412.8097;24.6526;188.0363;530.7553;12.0846;309.3656;1317.2205;104.4109;358.6707;45.4381;388.1571;10.6344;1.9335;3.8671;0;12.568;30.9366;2181.0659;500.7855;318.5498;437.4622;115.5287;189.003;165.3172;88.9426;14.9849;1345.7402;59.9396;137.7644;38.1873;245.5589;441.8127;0;15.9517;386.5329;0;4.3505;648.7009;3229.9698;857.5227;3462.4773;87.9758;98.6103;100.916;17.8852;1.4502;362.0544;0;819.258;226.3782;564.5148;210.2719;8.2175;2.9003;4.3505;37.7039;58.9728;5.8006;221.3897;30.9366;143.565;716.3746;81.6918;33.3535;412.8097;651.1178;0;573.7764;162.8616;888.9426;2.4169;12.568;1757.5831;794.3154;174.0181;223.8066;1283.8671;326.7674;9.1843;6348.7613;1122.4604;419.577;105.861;0;2.4169;0;34.3202;774.3807;8237.3414;394.4653;0;0;489.1843;48.3384;877.8248;1299.3353;456.7976;286.1631;12.0846;655.4683;187.0695;1.4502;48.3384;198.6707;1521.7015;125.1964;21.7523;288.5801;11.1178;16.9184;78.3082;1576.7976;0;4193.3535;2036.9789;50.7553;6363.7462;602.7795
GBM;764.0647;294.1759;2106.7929;890.0143;63.8556;277.8818;431.1351;171.7494;2338.1086;83.2324;570.7365;655.7305;6672.6852;883.8489;886.0509;666.2997;257.7298;7.9269;121.9861;142.6841;2.6423;189.8051;743.8071;59.4517;195.0897;62.5344;314.4336;13.2115;3.9634;1.3211;2.4089;13.0045;41.396;2152.6808;720.0264;380.491;96.4439;68.6998;177.4744;150.1706;113.1785;13.2115;840.6914;34.3499;84.5536;30.8268;136.5188;1110.2059;0;7.4865;442.6027;1.3211;7.9269;565.0116;3246.0641;1236.5958;1584.9389;47.5614;25.5422;115.8164;11.0096;0;262.4683;0;824.8861;113.8434;346.3085;206.9801;7.9269;1.3211;4.4038;42.7172;89.3978;28.6249;391.0602;29.0653;300.7817;831.8837;170.4283;51.9652;1894.0879;971.0448;0.8808;465.9254;220.033;1275.7899;2.6423;14.973;2227.8983;1044.9807;138.7207;285.8087;1377.9588;550.9193;2.2019;36650.0055;595.6446;494.1099;67.819;0;1.3211;0;114.0592;691.4015;2123.5275;145.8373;0;0;300.3413;87.6362;3537.5977;1516.2391;1435.2086;465.0446;9.6884;137.8399;93.8016;1.7615;57.95;149.2899;1236.1687;141.8034;27.7441;328.9662;8.3673;1.7615;245.7338;2927.2267;0;10979.1919;1761.5325;26.8634;6403.6111;675.1073
GBM;708.7156;545.8716;5885.3211;490.8257;16.055;522.9358;447.2477;318.8073;839.0367;183.4862;341.7431;1190.367;8642.2018;1720.1835;848.6239;651.3761;600.9174;13.7615;80.2752;59.633;2.2936;128.4404;2105.5046;158.2569;227.0642;396.789;573.3945;9.1743;0;0;0;11.4679;41.2844;1847.0183;3422.0183;536.6972;103.211;199.5413;149.0826;327.9817;451.8349;13.7615;1231.6514;29.8165;94.0367;89.4495;495.4128;550.4587;0;2.2936;1135;0;18.3486;610.0917;6926.6055;2509.1743;1520.6422;27.5229;25.2294;135.4128;61.9266;0;623.8532;2.2936;1504.1055;760.2752;1006.2615;160.5505;11.4679;0;4.5872;45.8716;71.1009;32.1101;220.1835;447.2477;194.9541;568.8073;190.367;146.789;1536.6972;350.9174;0;240.8257;187.1789;1052.7523;2.2936;2.2936;2628.4404;951.9266;261.4679;362.3853;1066.5138;355.5046;4.5872;75513.7615;2722.4541;942.6606;59.633;0;0;0;13.7615;376.1468;1626.1468;163.6468;0;0;483.945;27.5229;1506.8807;4949.5413;1573.3945;589.4495;9.1743;1151.3761;112.3853;0;27.5229;169.7248;1724.1743;486.2385;123.8532;483.945;266.055;94.0367;2123.8532;2300.4587;0;3339.4495;2513.7615;73.3945;9057.3394;701.8349
GBM;520.4236;147.2516;1138.6788;621.2809;25.2143;277.3575;467.4735;72.113;3417.6147;140.1916;330.3076;957.6399;6776.6011;1184.0645;1397.882;931.9213;183.5603;7.06;278.8704;717.5996;7.5643;164.3974;1453.8578;114.473;103.3787;51.4372;372.6677;10.0857;0.5043;3.0257;0;9.0772;7.5643;1984.9874;180.0303;213.3132;324.2562;57.4887;218.8603;82.1987;174.9874;4.5386;608.1694;19.6672;99.8487;25.2143;84.7201;716.0867;0;5.5472;189.4554;0;3.53;2440.2421;2076.1473;513.3636;4554.7151;47.4029;36.3086;54.6697;5.0429;0;114.473;2.5214;520.8422;12.7383;262.1836;81.6944;1.5129;1.5129;3.53;24.71;24.71;5.5472;49.9244;11.1246;90.2673;896.117;99.3444;56.9844;998.4871;365.6077;1.0086;897.1256;72.7534;1076.1473;0.5043;12.6072;1911.2456;573.4493;145.7388;249.1175;1242.0575;274.3318;18.6586;7261.7247;1428.6586;424.6092;103.883;0;2.5214;0;5.5472;1543.1165;3903.177;138.2955;0;0;387.7963;35.3001;2129.6016;248.6132;237.0146;231.9718;0.5043;127.0802;167.9274;5.5472;79.6773;66.0615;1642.9602;34.2915;7.5643;194.6546;5.5472;1.0086;174.9874;877.9627;0;21744.8311;1687.3424;20.1715;6469.995;627.3323
GBM;466.6539;187.5841;2962.1372;408.226;29.2139;371.3242;472.0354;101.4799;1012.9541;139.9193;575.8216;1036.3252;14087.2574;1582.1641;2836.8249;598.8853;547.3765;2.3064;344.4167;351.3358;39.2081;63.8093;323.6594;35.3642;568.1338;63.0406;310.59;4.6127;0.7688;0.7688;1.3146;14.8299;362.8676;1738.7277;412.8387;114.5493;46.896;122.2372;77.6475;574.2841;295.9831;9.9942;548.1453;40.7457;102.2487;25.37;65.3469;1150.8745;0;13.0694;311.0974;0.7688;3.8439;488.1799;4083.029;305.9773;1298.4816;43.8209;30.7515;62.6331;29.2139;5.3815;578.128;0;1251.6548;257.39;519.016;93.792;2.3064;0.7688;47.6648;23.0636;131.4626;47.6648;299.827;45.3584;144.532;338.2664;63.0406;172.9771;551.2204;122.2372;0;243.7056;159.9077;1088.6027;0.7688;19.9885;4822.6023;271.8201;65.3469;203.7286;1438.4009;640.3998;0;2243.3212;509.6906;332.8849;247.5495;0;1.5376;4.6127;19.9885;645.7813;947.9147;45.7352;0;0;153.7574;14.607;1523.7363;733.423;315.2028;239.8616;5.3815;276.7634;113.0117;0.7688;9.2254;115.3181;2334.2456;315.2028;20.7573;779.5503;23.0636;1.5376;468.9602;1120.123;0;551.2204;1823.5633;23.0636;1768.2106;598.1165
GBM;1020.5983;368.3178;3542.9132;583.129;40.2158;283.4723;391.3683;155.8411;808.8671;166.7484;427.6606;567.435;6408.5336;929.8676;516.4296;456.5964;439.4311;5.3948;162.8249;41.1967;1.4713;166.7484;3016.1844;67.6802;261.8931;23.541;200.0981;13.2418;1.4713;1.4713;2.9573;36.2776;22.5601;925.3948;653.7518;316.3315;272.1923;132.4179;195.6842;439.9215;833.2516;23.541;2031.3879;73.5655;138.7935;50.0245;183.9137;1844.5316;0;4.4139;529.2742;0.4904;7.847;1105.9343;7928.3963;2136.8318;2566.9446;86.8073;56.8906;149.078;22.0696;0.9809;584.6003;0.9809;1256.9936;504.4875;1159.0633;122.1187;7.3565;0;22.0696;60.8141;100.049;48.5532;164.7867;33.8401;274.154;475.7234;26.4836;150.0736;1672.8789;330.0638;0;352.1334;296.307;1497.3026;0.4904;6.8661;3600.2943;584.2521;555.1741;190.2894;1298.6758;726.3364;3.9235;18037.7636;1273.9676;876.41;162.8249;0.9809;0.9809;0;60.3237;220.6964;1707.6999;186.8171;0;0;308.4846;20.5983;111.3291;804.8063;551.2506;599.8038;0;553.7028;80.922;0.4904;349.6812;42.1775;1253.9088;96.1256;55.9098;410.4953;22.5601;2.4522;23495.8313;4887.1996;0.4904;2615.4978;2872.4865;10.2992;8617.95;597.3516
GBM;1120.9845;458.47;3331.7169;754.2084;37.786;445.3709;354.1807;420.548;2463.5812;59.45;376.8523;988.9854;7440.3139;1265.075;812.1469;1100.8319;339.0562;5.5419;171.2965;56.4271;0;133.0067;1011.657;76.0758;112.3504;17.6335;192.9605;7.5572;0;0.5038;0.9371;26.7726;16.6258;1878.1351;2387.0671;575.3547;711.3843;130.4876;195.9833;175.8308;226.2121;14.6106;952.207;52.9004;90.6864;96.7321;200.5177;1901.3912;0;1.5114;843.4892;0.5038;19.1449;1466.0965;5852.7984;1018.7104;1645.454;22.1678;31.2364;57.1022;4.5343;10.5801;204.0444;0.5038;923.5552;118.3911;727.9446;258.4562;10.5801;3.0229;2.5191;26.7021;43.3279;4.5343;848.4215;163.7393;271.0515;1251.9759;78.0911;119.9076;1262.556;675.6136;1.0076;382.3942;162.2984;1399.5932;2.0153;7.5572;3198.2064;1117.6643;1299.8381;343.0968;1392.036;628.2551;5.0381;31094.3453;2055.2356;677.125;67.511;0;1.0076;0;118.8999;378.3637;1025.7637;213.0828;0;0;212.1054;34.7631;508.3476;2927.6587;2669.2025;654.4534;5.0381;667.0487;90.6864;0.5038;48.3661;353.6769;1677.3706;537.0649;26.7021;242.838;57.9385;0;369.7989;2062.1076;0;12650.7504;2372.9603;10.5801;6649.3271;628.2551
GBM;1141.2819;529.2901;3092.4879;713.439;104.7553;253.0669;433.3563;1681.5989;647.989;295.5203;388.1461;793.3839;6510.2688;1013.9214;2957.4087;750.9304;361.3287;15.989;101.9986;70.572;3.8594;165.4032;3636.113;101.4473;139.49;27.0159;1349.1385;61.1992;1.1027;3.3081;1.858;22.4011;23.7078;1828.9566;1014.4728;1053.6182;709.5796;228.2564;159.3384;207.3053;305.9959;65.0586;2258.856;176.9814;244.2453;89.8691;298.8284;3099.6554;0;4.4108;990.9139;0;92.6258;1397.6568;4854.0317;1538.8008;2851.5507;68.918;24.2591;108.6644;23.1564;3.3081;586.6299;5.5134;714.0234;422.7815;891.0379;117.4363;7.1675;3.8594;7.1675;509.9931;121.847;50.1723;813.7836;499.0379;219.9862;813.7836;146.1061;303.7905;3053.8939;298.8284;2.2054;374.3625;241.1799;1577.9462;0;11.5782;3274.4314;941.519;782.357;272.9152;1330.3928;859.5451;3.3081;19797.1054;2800.1323;2359.2006;167.0572;0;1.654;6.6161;62.3019;841.9021;4216.1268;168.5403;0;0;302.1365;38.0427;4453.2047;723.3632;2045.4859;616.4025;31.4266;421.7781;123.501;0;410.1999;434.459;708.5596;93.1771;19.8484;645.6237;420.6754;384.2867;8228.8077;2992.6947;0;15696.2095;1085.5961;80.4962;8801.1027;621.9159
GBM;935.1404;484.5111;2788.9642;531.9458;60.5034;521.2972;390.6099;1362.9719;902.7348;76.9603;241.0455;519.8451;7277.8316;959.8258;1172.7977;818.0058;340.4308;5.3243;81.3166;70.1839;1.9361;48.4027;733.7851;20.8132;108.9061;16.4569;454.5015;2.9042;0;3.0978;3.9109;32.3911;16.9409;1698.2139;1289.4482;980.1549;102.6137;146.6602;123.4269;181.0261;429.332;16.4569;1831.5586;105.5179;290.4163;76.4763;465.15;2724.5886;0;4.3562;981.9506;0;22.7493;1681.5102;4892.062;1873.1849;2822.3621;82.2846;11.6167;40.3098;24.2014;8.7125;171.3456;0;910.4356;327.7057;724.1045;465.15;8.2285;2.9042;3.3882;142.304;68.7318;18.8771;399.3224;88.0929;278.3156;1388.1897;146.6602;451.5973;1273.9593;369.7967;0.484;486.9313;183.8577;1246.8538;2.4201;10.6486;3213.94;1138.2333;191.6747;116.6505;1529.5257;537.2701;9.1965;25435.6244;1160.2711;1261.8587;376.0891;0;1.4521;1.9361;4.3562;465.6341;2625.363;113.3011;0;0;79.8645;72.12;563.4076;1561.9555;1177.6379;411.423;14.5208;222.1684;90.029;0.9681;19.3611;341.2391;1684.1723;50.3388;16.4569;242.9816;61.9555;40.6583;2380.9293;3314.6176;0;48351.8877;3056.6312;20.8132;8468.5382;636.4956
GBM;628.2702;218.8761;1286.0966;701.7614;16.3758;249.6305;326.3171;449.7344;1443.4916;164.157;389.8231;958.9807;9531.4934;794.0248;967.3683;786.4361;475.696;0.7988;182.9293;299.5567;5.9911;180.5328;983.7441;66.7013;294.3643;26.7604;866.3178;6.79;0;2.7959;1.7894;32.9592;5.5917;2099.357;380.6367;212.0861;221.2725;43.5356;201.3021;133.4026;101.0504;14.3787;500.4593;35.5474;98.2546;19.9704;65.9025;1685.9049;0;5.1923;174.358;0;28.7574;3341.8541;3460.4785;657.8264;4249.7104;26.361;33.1509;50.7848;6.79;3.9941;202.8997;1.1982;588.1096;143.6913;304.6651;114.6303;3.5947;0.3994;1.1982;24.3639;36.7456;8.3876;58.3137;12.817;115.0298;1373.9665;88.2694;33.9498;906.2587;411.3911;1.1982;599.9121;246.627;1152.694;1.5976;13.1805;2306.9857;584.5189;99.8522;222.4707;1239.3657;464.5125;24.7634;11671.5261;492.2115;164.157;97.0564;0;0.3994;3.1953;17.1746;567.9594;6446.0598;286.3642;0;0;391.8201;42.3373;1894.3963;1396.3334;417.7817;357.0715;1.5976;51.9232;41.9379;0.7988;1564.0852;111.0357;1341.894;73.0918;68.6983;173.3435;4.3935;1.1982;554.7789;1457.0436;0;1903.9821;1620.8012;15.9764;6069.0179;666.214
GBM;454.7382;168.3249;1043.223;428.6413;51.5413;501.7126;340.5643;238.6691;585.9403;83.51;595.009;1466.6449;14871.3097;1621.9214;690.915;570.2169;880.1174;11.0912;103.7351;176.8064;23.4872;132.4417;737.8894;106.9972;951.2314;176.154;187.2451;6.5242;0.6524;0.6524;1.1091;38.0362;93.2964;1596.3203;319.6868;103.7351;555.2112;110.2593;106.3448;395.3678;617.1913;7.1766;570.2169;35.2308;113.5214;26.7493;577.3936;2607.7312;0;4.567;614.7513;1.3048;1.9573;545.4249;3025.2814;264.231;1183.4937;56.7607;35.2308;47.3463;4.567;3.9145;419.5074;1.3048;1406.9548;176.8782;587.4278;196.3791;1.9573;3.2621;16.3106;80.9003;76.9858;58.0656;246.6156;45.6695;126.5699;328.1683;351.0031;484.7496;571.5218;272.06;0.6524;223.1284;236.6335;957.7557;3.9145;33.926;2615.5603;415.7886;114.1739;137.6611;1343.3371;826.6188;5.2194;15754.6893;629.1306;647.2027;311.8578;0;0;0;21.5299;237.4817;1154.7871;48.3445;0;0;682.4335;52.8462;450.8237;1338.7702;362.7467;232.2623;2.6097;392.1057;105.6924;0.6524;14.4055;267.4931;4090.2756;1929.2122;326.8635;145.4901;22.1824;7.8291;1764.1494;2073.3975;0;13212.2003;3483.2817;19.5727;2210.4061;383.6242
GBM;528.8351;133.218;1782.5836;542.6759;33.4487;276.8166;324.1061;179.3541;1521.9896;125.1442;423.2987;737.6009;8627.451;914.0715;1694.925;966.5513;355.248;9.2272;570.3576;235.8708;8.6505;90.5421;686.2745;103.8062;166.6667;103.2295;450.4037;5.767;2.8835;4.6136;3.2526;27.8893;73.2411;1473.5294;444.6367;350.6344;280.8535;144.1753;84.1984;314.8789;215.1096;6.3437;352.3645;26.5283;69.2042;51.3264;134.3714;494.8097;0;6.3437;414.3945;3.4602;19.6078;405.9977;1715.1096;632.0646;3224.9135;57.0934;28.8351;70.3864;6.9204;0.5767;497.1165;1.1534;887.4625;427.3126;770;194.925;3.4602;0.5767;19.0311;32.2953;62.8604;35.1788;384.083;149.1234;99.1926;217.9931;153.4025;291.8108;1227.797;257.7855;1.1534;348.3276;89.7405;1027.105;1.1534;17.301;2644.1753;744.925;138.985;215.6863;1057.0934;339.677;8.6505;5546.1361;616.3206;407.7278;276.2399;0;1.1534;0;10.3806;837.9469;4789.504;52.722;0;0;185.1211;14.9942;213.9562;539.7924;469.4348;156.286;6.9204;506.9204;258.9389;1.7301;36.3322;59.4002;1759.1292;573.2411;85.3518;340.8304;29.9885;60.5536;690.3114;2227.2203;1.1534;2222.03;1585.9285;19.6078;3990.7728;622.2607
GBM;1004.7836;600.8272;1650.1853;492.1768;22.7516;363.5608;323.6295;231.6946;2454.3605;168.083;422.0648;662.5814;6824.0781;1306.1259;1188.1891;833.9147;588.2906;10.215;65.4688;26.4661;2.3216;76.1481;1084.6463;33.8952;174.1192;6.5004;1763.9432;52.9322;0;0.4643;0;25.5375;13.0009;1224.1459;489.8552;638.9012;830.2002;286.0197;155.0821;186.1914;221.9439;115.6151;2240.3332;162.5112;1652.9712;150.9033;917.4919;4953.3419;0.9286;1.8573;997.4149;0;127.6874;892.4187;4949.6273;1874.9151;4476.0232;40.3956;30.1807;67.1264;30.645;37.1454;918.8848;6.9648;728.8582;468.1066;917.5383;117.4724;6.9648;5.5718;3.7145;274.8761;74.2908;14.3939;257.232;368.204;127.6874;954.6373;101.6856;250.2673;757.3023;168.5473;0;314.8074;303.4363;1574.5015;0.9286;5.1075;3272.5116;551.4052;466.175;358.4533;1119.0058;434.1371;2.3216;5956.7325;3073.5143;3607.749;182.9412;0.4643;0.4643;0;236.3377;350.0956;8949.7248;33.7605;0;0;143.4742;14.3939;2207.3666;1128.2922;3704.3271;452.7098;86.8274;436.4587;86.8274;0;922.1351;262.8039;1110.8756;130.9376;13.9295;681.1542;110.9719;17.1798;8894.471;1406.8828;0;5679.9992;2412.1308;304.1281;4120.3558;646.3303
GBM;1087.2974;786.7224;4665.9697;824.3596;76.8427;493.9885;412.9639;1144.2499;1349.0068;77.8881;372.1903;633.5599;6162.0491;1424.4642;1726.6074;767.3811;424.9869;9.4093;249.3466;113.9571;1.5682;223.2096;1927.862;59.0695;113.9571;59.0695;713.0162;16.2049;0;1.976;5.6769;28.8238;69.0016;1903.2567;1307.8934;1743.3351;580.2405;262.4151;168.8447;406.1683;436.4872;25.0915;1380.5541;73.7062;292.7339;157.3445;292.2112;1389.9634;0;1.0455;514.3074;1.0455;14.6367;972.8176;5112.3889;3077.8881;3014.6367;92.5248;55.4104;186.6806;50.7057;4.1819;334.0303;4.7047;1195.2013;777.4124;1605.5358;215.8913;55.9331;5.2274;7.3183;65.8651;107.6843;36.069;1390.4861;504.966;384.736;715.1072;67.9561;569.2629;3295.3476;433.3508;0;369.5766;188.8447;1024.046;1.0455;18.2959;3681.1291;975.4522;300.0523;249.3466;1067.4334;629.9007;8.3638;72401.9864;2307.6634;1484.0565;107.1615;0;0;0;43.9101;734.9712;3299.0068;122.8437;0;0;235.7554;58.024;1859.9059;1849.4511;4375.3267;506.5342;16.2049;587.0361;113.4344;2.091;154.7308;59.5923;1178.139;475.6926;53.3194;1245.1647;355.9854;4.7047;629.3779;3069.5243;0;12497.6477;1825.9279;39.7282;7533.1939;774.6994
GBM;811.2939;479.1501;1300.9803;577.9905;138.4769;476.6414;437.0049;492.5914;2743.6685;104.8611;722.4881;694.893;4853.715;1066.6734;1105.3064;1095.7736;322.3451;55.6918;162.5598;224.7741;7.0242;112.387;2902.9972;88.3041;165.5702;96.3317;859.4598;10.5363;2.0069;0.5017;3.3164;31.8045;105.8646;1851.2553;2107.2569;603.5786;358.2337;105.3628;164.5667;226.781;410.4134;11.5397;873.5081;68.7367;115.8991;59.7056;191.66;772.1591;0;23.5812;809.8539;0.5017;25.0864;1257.8317;3556.7486;2100.2327;3309.8985;158.546;27.595;108.8298;11.5397;4.0138;227.2827;0;733.0795;315.341;834.0623;434.4963;159.0477;4.5156;16.0553;54.6883;55.1901;41.6434;2082.6722;463.0948;249.8605;1294.9595;311.573;386.3304;2511.1478;653.7514;0;469.6172;126.3903;1359.1807;2.0069;14.0484;2050.5616;515.6157;235.8121;285.4831;1288.9388;675.3257;31.6089;49718.7188;850.9304;963.3174;108.8749;0;0;27.0933;31.1071;668.8032;2644.6074;112.0057;0;0;334.6525;49.6711;1710.3902;2029.4891;4391.1219;396.365;4.5156;396.8667;186.6428;1.0035;126.0089;224.7741;1467.875;325.1196;13.5467;357.2302;23.5812;1.5052;640.7064;2228.1733;0;26692.422;2028.4856;17.0587;4252.1433;703.4224
GBM;709.9595;325.83;1870.7692;540.2429;61.5385;399.0283;345.9109;249.0883;474.5652;61.5385;639.3522;424.9393;5831.9028;1136.1943;797.4089;919.8381;621.8623;126.9636;283.7247;267.5304;6.4777;109.4737;687.2874;38.2186;246.8016;60.2429;310.9312;9.0688;7.1255;3.3619;3.2648;30.4194;47.9352;1383.2291;811.6599;707.3684;57.004;231.2551;121.7814;199.5142;369.8785;17.4899;599.1903;53.1174;111.417;116.5992;158.0567;884.8583;0;9.0688;658.2283;8.4211;6.4777;2320.9717;3120.3239;1703.6437;1856.5182;214.413;27.8543;60.3725;33.0364;4.5344;444.3725;0.6478;954.4939;242.4162;830.6202;277.247;4.5344;0.6478;5.83;113.3603;172.9555;25.2632;169.7166;46.9636;248.0972;720.9717;670.4453;145.1012;946.3968;430.1215;0;514.9798;174.3223;1358.3806;1.9433;11.6599;2276.9231;441.4251;564.2105;275.9514;934.0891;489.7166;8.4211;19235.6275;564.8389;1492.4696;207.9352;0.6478;0.6478;0;16.8421;849.8785;2451.1741;84.1522;0;0.6478;774.0891;22.0243;932.1457;2624.1296;821.3765;288.9069;1.2955;1087.6113;140.5668;0.6478;67.3684;307.0445;1832.3757;104.9393;16.1943;1529.3927;69.9595;47.2874;3713.0364;2844.3725;0;2649.3927;2011.9838;18.1377;3772.6316;651.6599
GBM;517.2031;318.535;1136.515;705.8824;27.7469;743.6182;597.1143;109.8779;1605.1387;129.8557;347.3918;695.8935;8227.525;1207.5472;1927.8579;710.3219;214.2064;5.5494;488.3463;238.6238;6.6593;149.8335;643.7292;91.01;263.0411;178.6903;572.697;15.5383;1.1099;3.3296;0;14.4284;7.7691;1708.5017;402.8857;190.899;227.525;68.8124;203.1077;125.4162;158.7125;3.3296;1021.0877;39.9556;146.5039;53.2741;43.2852;1137.6249;0;9.9889;505.9711;1.1099;8.879;366.2597;2028.8568;760.2664;2657.0477;85.4606;29.9667;166.0488;9.9889;0;130.9656;0;589.556;165.3607;315.0166;51.0544;1.1099;0;8.879;27.7469;26.6371;63.263;143.1743;17.758;63.263;166.4817;67.7026;74.3618;897.8912;216.4262;0;522.7525;119.0233;880.1332;2.2198;16.6482;1750.2775;796.7148;204.2175;322.9745;960.0444;421.7536;25.5272;6430.6326;454.4395;531.6315;201.9978;0;1.1099;0;16.6482;488.3463;4275.2497;250.5549;0;0;490.566;23.3074;4766.9256;221.9756;886.7925;198.6681;2.2198;257.4917;690.3441;2.2198;42.1754;79.9112;1542.5416;44.3951;6.6593;311.8757;35.5161;2.2198;386.2375;1458.3796;0;18667.0366;2405.1054;11.0988;3231.9645;722.5305
GBM;555.9089;382.6179;1046.1049;1029.6767;100.6889;319.0249;651.8283;280.7419;742.9518;84.7907;542.1304;586.1155;11494.9656;1348.1717;610.4928;744.0382;394.4939;22.7875;113.4075;104.9285;1.5898;172.761;989.4012;76.8415;463.1691;36.036;480.6571;7.9491;5.8294;12.1887;9.4118;37.753;24.9073;1654.7377;1338.6328;328.0339;332.8034;87.9703;155.8029;179.1203;144.1441;2.1198;806.5713;28.6169;140.9645;33.3863;130.3657;1269.7403;0;7.4192;1024.0753;0.5299;15.3683;1342.8723;2769.4754;669.3164;1253.3121;170.6412;120.2968;177.2549;9.539;2.6497;297.8272;1.5898;1159.2952;102.2999;750.5935;85.3206;23.8474;0.5299;2.1198;69.4224;22.2576;4.7695;301.5368;90.62;72.0721;77.3715;429.2528;82.141;738.7387;386.3275;0.5299;309.486;354.3402;927.398;1.5898;37.6259;2482.7769;532.3105;566.5077;241.6534;1220.4557;421.7965;21.7276;18137.2549;1100.4928;422.3635;83.7308;0;0;0;147.3238;713.8315;2278.2194;217.4139;0;0;470.0583;65.1828;1738.7387;1264.4409;714.8914;447.8007;16.4282;280.3392;115.5273;2.6497;391.6269;255.4319;1426.4017;183.3598;24.9073;472.708;15.3683;14.3084;3639.1097;1565.4478;0;4580.2862;2339.1627;29.6767;3196.0784;562.2682
