histologic;NFKB1;NFKB2;NFKBIA;NFKBIB;NFKBID;NFKBIE;NFKBIL1;NFKBIZ;CCND1;CCNE1;CDK20;CDK2;CDK2AP1;CDK2AP2;MYC;MYCBP2;MYCBP;MYCBPAP;MYCL;MYCN;MYCNOS;MYCT1;C1QTNF1;C1QTNF2;C1QTNF3;C1QTNF4;C1QTNF6;C1QTNF7;C1QTNF8;C1QTNF9;C1QTNF9B;C1QTNF9B.AS1;TNF;TNFAIP1;TNFAIP2;TNFAIP3;TNFAIP6;TNFAIP8;TNFAIP8L1;TNFAIP8L2;TNFAIP8L3;TNFRSF10A;TNFRSF10B;TNFRSF10C;TNFRSF10D;TNFRSF11A;TNFRSF11B;TNFRSF12A;TNFRSF13B;TNFRSF13C;TNFRSF14;TNFRSF17;TNFRSF18;TNFRSF19;TNFRSF1A;TNFRSF1B;TNFRSF21;TNFRSF25;TNFRSF4;TNFRSF6B;TNFRSF8;TNFRSF9;TNFSF10;TNFSF11;TNFSF12;TNFSF12.TNFSF13;TNFSF13;TNFSF13B;TNFSF14;TNFSF15;TNFSF18;TNFSF4;TNFSF8;TNFSF9;IL1B;IL6;IL6R;IL6ST;PPIL6;BCL2A1;GADD45B;BCL2;BCL2L10;BCL2L11;BCL2L12;BCL2L13;BCL2L14;BCL2L15;BCL2L1;BCL2L2;TRAF1;TRAF2;XIAP;CFLAR;TERT;SOD2;PLAU;PLAUR;IMMP2L;MMP20;MMP21;MMP23A;MMP23B;MMP24;MMP2;MMP25;MMP26;MMP27;MMP28;WHAMMP2;MMP9;VCAM1;ICAM1;TICAM1;SELE;SELENBP1;NANOS1;NANOS2;NOS2;ACOX2;COX20;CXCL10;CXCL11;CXCL12;CXCL1;CXCL13;CXCL14;CXCL16;CXCL17;VEGFA;VEGFB;VEGFC;HIF1A;HIF1AN
Oligoastrocytoma;605.592;316.821;2721.2083;506.3382;27.3308;242.021;871.7073;49.9865;318.4824;95.298;232.671;117.9538;5744.1338;651.6228;934.6399;2527.0161;152.4625;6.1135;898.6784;309.2691;16.9019;51.7846;377.2364;14.7442;333.0037;152.1172;149.2403;4.3154;19.4192;3.2365;1.3809;14.8018;46.3904;1543.411;169.7384;129.1019;12.9461;7.5519;67.248;95.6576;363.571;5.3942;151.7576;14.025;25.1731;28.4096;1.0788;65.45;0;14.025;131.4106;1.4385;3.5962;472.1748;467.8594;546.2555;5585.5435;160.3884;7.5519;97.916;11.1481;0.3596;38.4788;0;691.6731;57.3299;320.4927;141.6884;0.3596;0;2.8769;40.6365;24.8134;10.0692;49.6269;1.4385;119.7519;829.9919;154.9942;6.4731;274.3864;642.6324;0.3596;955.8572;48.6128;1132.4283;1.7981;17.2615;1848.4222;1498.2037;63.2923;309.9883;1579.0704;285.5345;0;2232.4912;42.7942;36.3211;211.0941;0;6.8327;0;49.9865;835.3861;857.6823;33.0846;0;0;527.1959;55.7404;2.1577;2516.2276;141.3288;345.9498;0;109.323;256.046;3.2365;35.6666;209.2961;2549.1468;3.2365;1.0788;333.7229;9.7096;4.3154;92.0615;1320.5071;0;295.2441;1718.9607;12.9461;4020.1385;1045.4014
Oligodendroglioma;453.5057;255.5942;2672.3023;412.73;22.8742;277.4739;768.7718;38.7867;1285.5097;52.7101;301.8399;147.1905;11380.905;1035.8031;1181.999;2381.4023;84.5351;11.9344;490.8006;410.7409;17.9015;135.7534;439.085;23.3715;226.2556;488.8115;113.8737;10.9398;7.459;2.4863;0.8603;6.5987;24.8633;1312.0537;257.5833;135.2561;7.459;25.8578;110.3928;111.3874;129.7862;9.448;502.2377;10.9398;55.1964;26.355;7.9562;49.2292;0;28.3441;235.3108;0.4973;4.4754;434.6096;854.7986;846.3451;3100.9448;75.5843;5.9672;77.3197;3.9781;0.9945;181.5017;0;775.9025;92.6554;414.8831;31.825;0;0.4973;5.9672;23.3715;29.3386;22.3769;434.6096;3.9781;138.7369;981.1039;101.4421;13.9234;765.7882;505.2213;0;416.2108;42.7747;1646.4446;0.9945;10.9398;1806.5639;2688.2049;215.813;222.2775;1522.6256;275.9821;4.4754;2602.6852;30.8304;106.912;92.4913;0;1.4918;0;25.3605;1234.7091;850.3232;86.8225;0;0;374.4406;44.2566;4.9727;193.4361;158.1303;351.5664;3.4809;247.1407;267.5286;0;40.2785;97.9612;3009.9453;31.3277;12.9289;686.2258;35.3058;6.9617;636.9965;1598.7071;0.4973;415.2163;1874.6892;26.8523;4345.5992;793.1377
Astrocytoma;358.0247;283.9506;1964.7266;709.4356;22.0459;371.6931;773.3686;45.4145;2116.724;33.5097;377.425;370.8113;5045.8554;815.6966;1340.388;1587.7425;211.1993;4.8501;496.9136;327.1605;11.0229;118.1658;272.0459;22.0459;625.6614;163.1393;203.2628;15.4321;3.9683;1.7637;2.7998;13.0732;12.3457;1586.3933;314.8148;157.8483;13.2275;33.5097;105.3792;169.7531;323.1922;6.6138;387.1252;20.2822;63.0511;26.0141;6.1728;143.2981;0.4409;11.9048;309.8765;0.8818;6.6138;466.0494;1061.7284;812.6102;5112.4339;94.7972;8.8183;63.8757;5.7319;0;152.9982;0;504.2416;12.8395;390.3263;29.1005;0;0.4409;2.2046;31.3051;19.4004;23.3686;20.7231;4.8501;148.1481;393.739;111.552;16.7549;602.7337;357.5838;0.4409;456.3492;91.7901;1020.7231;3.5273;17.1958;4226.1905;1341.0582;101.8519;335.097;1307.3192;215.1675;0;2604.9383;75.3968;72.3104;108.4656;0.4409;1.3228;0;35.2734;298.06;737.6543;34.8721;0;0;530.4233;11.0229;1.7637;289.6825;242.5044;298.06;0.4409;371.2522;196.2081;7.0547;41.0053;90.8289;1427.4691;4.4092;10.1411;418.4303;11.4638;0.8818;335.5379;1222.2222;0;815.6966;2900.3527;38.8007;3558.2011;1021.164
Astrocytoma;647.0867;381.3359;4875.4145;921.838;104.216;199.9053;983.8939;111.7954;4684.9266;27.0014;365.7035;277.5936;4484.1307;881.099;1570.8195;1630.9806;116.3335;9.9479;732.3543;703.9318;14.685;104.216;642.3496;12.7901;218.3799;45.0024;184.7466;24.6329;8.5268;1.0611;1.279;9.6163;516.343;1560.8432;517.7641;178.5883;10.4216;23.2117;63.477;184.2729;83.3728;10.4216;468.4983;14.685;44.5287;29.37;15.1587;72.0038;0.4737;81.0043;327.2477;0;0;244.4339;1180.0095;1397.9157;6357.1767;134.5334;6.6319;68.3468;19.4221;0;101.3738;0;1094.4055;37.1341;309.0099;18.0009;1.4211;0.4737;36.0019;29.8437;42.1601;26.054;906.2056;6.1535;190.9048;635.7177;115.585;43.1075;683.5623;744.6708;0.9474;359.5452;74.6092;1030.7911;0;12.3164;4784.4623;1654.3581;117.0062;357.6504;1450.0237;400.7579;0;3498.342;80.3269;65.8456;108.4794;0;0.9474;0;29.37;468.4983;1230.6964;40.4358;0;0;504.9739;14.2113;1.8948;125.5329;362.3875;509.711;1.4211;209.8532;176.6935;2.8423;47.982;115.1113;1211.2032;4.2634;8.5268;541.9233;7.1056;0;31.7385;1673.1407;0;723.3539;2315.964;15.1587;3599.2421;1272.3828
Oligoastrocytoma;1458.9494;1109.1463;6227.803;560.8143;35.6639;537.0384;716.5465;154.8406;1144.4446;55.5762;543.5768;492.7558;3129.8016;882.6807;1892.5626;1121.9258;200.9065;7.43;500.4829;114.7188;3.8636;68.9501;498.4026;10.1048;301.0625;29.1255;314.1392;15.7515;0.5944;2.7491;1.1561;12.515;35.9611;2291.9949;427.9664;510.2905;25.5591;117.988;79.0549;284.7165;854.744;8.0244;304.0345;38.3387;79.0549;49.335;47.5518;1506.204;0.2972;7.7272;370.3128;1.486;11.5908;161.0818;3701.9095;1270.8225;3879.6344;63.0062;33.8807;136.7412;402.4073;1.7832;252.0247;0.5944;1033.4884;300.4473;644.8176;166.4314;5.6468;0;0.5944;58.251;32.6919;8.3216;280.2586;161.0818;301.0625;646.7048;92.1317;273.1258;5576.9374;561.7059;0.2972;156.0294;102.9943;2149.9368;1.486;20.8039;3188.3498;1848.6633;378.3342;345.3451;1221.7847;694.5538;0.2972;96017.8319;1386.2991;251.7275;228.8432;0;2.0804;0;19.0207;362.8799;346.8311;62.8011;0;0.2972;29.1255;56.765;171.781;6537.187;2734.5271;422.914;1.7832;86.7821;145.0331;0.2972;19.0207;73.1109;1730.6308;372.9846;54.6846;920.7222;17.5347;1.7832;397.0577;1977.8587;0;7897.7636;2450.7021;63.8978;7505.1638;1094.5836
Oligodendroglioma;380.3907;250.645;3166.4824;359.7494;17.2011;439.366;830.5689;70.2789;9920.5652;54.5522;404.9638;239.3414;6616.0462;1186.878;1106.7699;1792.8492;131.3527;6.389;81.091;748.0034;16.2182;335.6678;879.715;11.3036;364.1725;83.5483;174.9601;44.7229;1.4744;0;1.4105;9.8931;33.4193;1685.2046;274.7266;175.943;18.1841;71.2618;73.2277;35.3852;67.3301;21.1328;1134.7831;50.129;140.5578;7.8634;32.9279;95.8349;1.4744;5.4061;394.3826;0.9829;3.9317;200.0246;671.827;845.8042;2914.3629;37.8425;22.1157;78.6534;3.9317;5.8975;249.6621;0;776.8866;19.8452;214.2032;2.9488;0.9829;0;0.4915;56.0265;6.8805;11.3036;15.7267;1.4744;123.8481;778.474;63.3985;8.8463;1470.4509;260.4743;1.4744;267.8462;41.2188;1374.1246;1.4744;2.9488;2369.3328;1484.8458;63.3985;371.5444;1305.3201;437.4002;4.4231;2270.5492;132.6944;71.7533;64.8728;0;2.4573;0;25.0645;1080.7224;1194.7414;219.1129;0;0;397.5918;23.0987;4.9146;482.6146;274.7266;323.8727;0.4915;474.2597;211.8196;1.9658;44.7229;58.9753;2712.343;9.3378;36.8596;516.0339;81.5825;0.9829;79.1252;697.383;0;1451.2839;4127.2884;45.7059;4822.7055;953.4341
Oligodendroglioma;513.3142;275.297;5777.5502;518.2302;14.7481;421.5485;1181.483;50.3073;3763.3634;48.3408;285.129;235.5592;5793.9369;1018.8447;1572.7161;1565.3421;57.415;4.916;1101.188;526.8333;10.2417;105.6944;722.245;38.0991;434.6579;81.1143;156.4932;18.0254;4.0967;3.6665;5.8009;6.8988;4.916;1588.4269;283.9;148.7095;15.1577;20.4834;52.4375;54.8955;99.5494;12.6997;1103.2364;13.9287;27.0381;9.0127;4.916;66.7759;2.458;11.8804;220.0451;1.6387;0.4097;247.0299;816.059;608.7669;3146.2515;48.7505;4.5063;73.1626;5.7354;0;48.7505;0;672.6833;3.8918;252.9578;15.9771;0.4097;0;1.229;45.0635;20.4834;14.7481;3.2773;0.8193;117.1651;572.3064;85.6206;6.9644;994.6743;335.9279;0.4097;296.5998;38.4228;1233.9205;0;6.9644;2337.1569;1501.5158;414.9939;389.1848;1675.5428;354.7726;12.6997;1370.7497;44.6497;36.4605;76.1983;0;0.8193;0;32.7735;1571.8968;1063.9082;62.4826;0;0;181.8927;23.7608;3.687;109.3814;86.8497;368.2917;0.4097;317.9025;249.8976;0.8193;41.4175;57.3535;1783.855;0.8193;2.458;630.889;5.7354;2.8677;132.3228;1042.6055;0;971.3232;2677.1815;16.7964;4676.3621;912.331
Oligodendroglioma;390.7392;149.472;2739.2364;181.1535;6.4988;404.5491;794.476;53.6149;3636.4054;48.3347;389.9269;214.0536;9448.4159;535.7433;1228.6759;2461.4135;70.2681;2.8432;78.7977;792.039;18.2778;58.0829;238.424;15.0284;390.7392;124.2892;161.251;8.5297;6.0926;2.6848;2.1974;2.2705;0.8123;1540.1503;135.6621;70.2681;6.4988;13.4037;75.5483;20.7149;166.5313;3.6556;965.8814;4.8741;13.8099;11.779;49.9594;46.71;0;8.5297;127.8554;0.4062;5.2803;73.5175;666.5313;131.6003;2820.8773;57.2705;3.2494;44.3704;4.8741;0.4062;58.8952;0.4062;391.1129;3.8627;185.857;3.6556;0;0.4062;0.8123;46.3038;5.6864;23.9643;3.6556;0;58.0829;1239.6426;108.8546;2.437;269.2933;250.6093;0.8123;129.9756;13.0869;1386.2713;0.8123;7.3111;1411.4541;2004.1064;71.4866;272.9488;1538.9927;290.0081;23.1519;1676.6856;15.0284;13.4037;154.7522;0;2.437;0;6.905;1719.74;1099.5126;49.5573;0;0;96.6694;96.2632;0.8123;52.8026;67.831;234.7685;0;243.7043;112.9163;5.6864;50.4915;36.1495;2829.8375;0.8123;2.8432;259.5451;1.2185;11.3729;414.7035;613.7287;0;839.9675;2021.121;12.1852;3455.3209;995.5321
Astrocytoma;606.3594;342.6177;3579.9852;493.4681;32.5364;301.7008;841.0155;90.5004;3247.7767;45.3537;287.651;196.6971;5613.261;769.7806;654.6709;3861.7205;128.9081;1.4789;283.7072;350.5053;5.6692;200.1479;205.3241;3.2043;114.6167;29.825;151.8363;21.4444;6.9017;0.5299;1.8832;11.9201;186.0981;1603.7713;260.2909;304.9051;7.1481;34.5083;74.9322;114.3702;205.8171;9.12;806.5073;28.3461;52.2554;32.0434;16.7612;48.0651;2.2184;13.5568;176.0488;0.7395;0.493;360.6113;615.7259;723.9339;1573.5765;42.6423;10.106;57.6707;1.7254;2.7114;231.2053;0;645.8122;44.7547;388.0601;21.4444;0.986;0.7395;4.9298;42.6423;51.5159;10.3525;115.1097;6.9017;373.1822;2570.3722;63.1008;23.9093;789.9926;1028.5926;1.4789;381.0698;38.1735;1481.3902;1.9719;13.0638;2666.5023;1451.8265;126.6946;195.2181;1953.6603;444.6635;4.4368;1580.9712;60.7493;51.5159;73.2068;0;1.2324;0;10.3525;830.9095;619.6697;25.4005;0;0;610.7962;63.3473;8.8736;781.8585;197.9295;331.5258;1.7254;176.2386;154.3012;0.7395;5.4227;168.1045;1907.3379;53.7343;8.1341;495.933;33.2758;0.986;32.5364;1028.3461;0.2465;436.7759;1591.3236;12.8174;5721.7156;1150.6039
Astrocytoma;974.5575;378.8717;2993.9159;554.7566;18.8053;242.2566;505.531;55.3097;1241.1504;24.8894;245.5752;706.8584;7057.5221;954.0929;498.8938;1018.8053;264.9336;26.5487;257.7434;232.854;7.1903;663.1637;4171.4602;61.9469;289.823;11.0619;542.0354;38.1637;0.5531;1.6593;0.5531;17.6991;28.7611;2536.6538;470.6858;425.885;75.7743;124.4469;246.6814;147.677;559.7345;47.0133;763.8274;100.6637;221.2389;69.6903;92.3673;563.0531;0.5531;5.531;787.4392;0.5531;8.8496;823.5619;3236.1726;1679.2035;4079.0929;100.1106;112.2788;82.9812;9.9558;2.7655;485.6195;0;1403.0808;133.3296;784.3861;120.5752;3.8717;1.1062;3.3186;42.0354;90.708;2.7655;39.2699;4.4248;127.7655;874.4469;92.3673;43.6947;897.1239;563.0531;0;408.1858;132.8097;1398.2301;1.1062;6.6372;3201.8805;960.6803;241.7035;387.1681;1232.3009;773.7832;6.0841;16992.2566;716.3274;203.5398;135.5088;0;1.1062;0;16.0398;467.3673;1808.0752;1214.1704;0;0;1625;38.7168;147.677;1405.4204;295.354;481.7478;0;532.6327;145.4646;0.5531;216.2611;173.6726;1262.9591;269.9115;115.0442;325.7743;44.2478;16.0398;271.0177;1308.0752;0.5531;7889.3805;2430.8628;30.9735;3637.7212;735.6195
Astrocytoma;437.226;294.9382;3150.2591;424.0733;37.4651;244.3204;638.1028;32.6823;2286.5205;68.5532;271.0243;337.9833;5857.7122;627.3416;1190.1156;1683.1407;167.7959;1.1957;1055.7991;674.7708;6.377;105.6198;1204.0654;9.5656;317.2579;64.169;242.7262;8.7684;2.3914;0.0438;0.6855;4.4958;119.171;1966.6281;389.3982;185.3328;5.9785;10.7613;66.1618;126.7437;352.7302;6.7756;320.4464;18.334;41.4508;44.6393;6.377;49.0235;0.3986;21.124;189.2069;0;0.7971;252.2917;450.7772;653.2483;4355.5201;64.9661;6.377;60.2192;6.377;0.7971;98.8442;0.3986;573.7545;61.9729;357.493;16.3412;0.7971;1.5943;86.0901;24.3125;62.9733;9.9641;119.5695;4.3842;202.4711;993.2244;127.9394;25.5082;359.1072;429.2547;0;555.2013;71.5504;1315.265;3.1885;9.9641;2048.625;1144.6154;115.1853;296.5325;1635.7114;357.9115;0;1447.1901;90.0638;56.5963;100.4384;0;1.1957;0;25.5082;412.9135;1204.8625;97.0068;0;0;332.8019;27.8996;1.9928;929.8525;163.0132;271.4229;0;90.8729;165.8031;4.7828;16.8115;168.5931;1816.6879;4.3842;2.3914;464.727;3.1885;0.7971;19.1311;1348.346;0;767.6365;1722.2001;13.5512;5357.9115;1126.3452
Oligodendroglioma;549.4558;285.3762;3742.5461;291.5286;51.5854;207.2882;613.346;116.2612;1761.7037;24.6096;290.5821;148.1306;7275.911;732.6077;986.7487;3267.3923;83.2939;3.7861;517.274;592.0492;11.3583;109.7965;5527.6858;11.3583;360.6247;102.2243;115.9489;14.1978;14.1978;2.0634;0;5.6791;121.628;1859.5173;195.93;164.2215;13.2513;17.0374;41.6469;64.3635;141.0317;16.5641;873.6394;37.8609;67.203;20.3502;21.2967;28.8689;0;11.8315;122.6313;0.4733;0;231.4245;1344.5338;445.3384;3058.6843;17.5106;1.4198;44.7657;3.3128;0.4733;96.0719;0;360.5868;24.2026;174.1268;26.0293;0;0.4733;53.0052;33.1283;15.1443;4.7326;231.4245;6.6257;139.1387;1938.4761;110.743;46.3796;1468.0549;1495.9773;0;403.6914;18.1969;1550.8755;4.7326;3.7861;1478.4666;1668.6654;82.3474;194.0369;1779.9337;429.7208;1.4198;1841.9309;34.548;30.2887;84.2404;0;0.4733;0;13.2513;1233.3176;680.0757;43.9896;0;0;456.6966;34.548;2.3663;816.3748;118.7885;253.6678;1.893;400.8519;202.0823;0.4733;37.9981;150.4969;2722.1959;5.6791;5.2059;377.6621;7.5722;0;536.6777;1692.8538;0;697.1131;1605.7738;30.7619;7024.1363;1092.2858
Astrocytoma;498.3122;495.7806;3300.4219;491.5612;22.7848;372.9958;797.0464;35.865;1252.135;33.3333;295.7806;136.2869;10957.8059;1210.1266;1293.6709;2576.3713;73.8397;8.0169;436.7089;238.8186;8.4388;94.5148;1727.4262;14.346;208.0169;142.616;118.5654;5.0633;10.9705;7.5949;4.6034;11.4304;26.5823;1498.5823;824.0506;294.5148;0.8439;48.1013;40.9283;105.4852;147.6793;7.173;775.1055;18.1435;21.9409;9.2827;3.3755;123.2068;1.2658;1.6878;284.6329;2.9536;5.9072;694.5148;2019.8312;447.2574;5463.7131;41.3502;15.1899;74.6751;21.097;0.8439;105.0633;0;694.0844;42.6203;344.73;231.6456;4.2194;0.8439;2.9536;23.6287;20.6751;5.4852;29.9578;7.5949;145.5696;841.3502;104.2194;86.9198;672.1519;1006.7511;0.4219;394.5148;36.2405;1687.7637;2.9536;10.9705;2089.8734;1167.0422;389.8734;272.1519;1358.2278;328.27;1.6878;5886.4979;115.6118;132.0675;137.5527;0;0;0;21.097;1059.9156;824.0506;64.7426;0;0;664.9789;40.0844;115.1899;553.5865;466.6667;286.4979;3.3755;569.1983;275.9494;0.4219;23.2068;200.8439;2200.7975;77.2152;2.9536;418.5654;11.3924;1.6878;802.9536;1510.1266;0;504.2194;2400;34.1772;5097.8903;897.0464
Astrocytoma;655.0998;263.1632;3747.2671;499.8496;79.0292;313.3086;826.7977;71.8082;1517.0675;73.0117;399.9599;220.2387;6929.6961;624.6114;1103.1993;1794.0026;131.5936;4.814;1173.0017;501.4542;17.6512;73.4129;448.5007;10.0291;416.8087;201.7852;135.5932;3.6105;6.0175;0;1.9737;8.8577;42.9245;1512.077;166.0816;171.6979;3.6105;10.0291;88.6571;56.1629;523.9194;9.6279;252.3318;8.0233;122.756;31.6919;18.8547;161.2677;0.4012;15.2442;114.4519;1.6047;5.2151;320.9307;718.8848;756.193;6200.7823;80.6338;6.4186;87.7906;7.2209;0;27.2791;0;694.4579;12.4;440.4653;2.8081;0.8023;0.4012;20.8605;33.6977;21.2617;16.8489;627.0184;22.0239;224.2503;1071.5074;131.9827;48.5408;4447.6983;671.1463;1.6047;926.2862;39.9037;1114.0307;1.2035;11.2326;2408.9861;1767.4857;174.9072;288.4365;1448.6009;190.9538;0;2509.2769;45.1108;232.2736;106.3083;0;0.4012;0;12.8372;1049.8445;688.3963;48.6691;0;0;592.1171;32.0931;2.0058;409.5878;407.582;369.8726;9.6279;310.9016;293.6516;9.2268;67.7725;157.256;1656.5319;10.4302;10.8314;245.9131;69.4013;3.2093;963.1933;1207.1006;1.2035;963.5944;1896.2993;10.4302;7401.8654;986.8619
Astrocytoma;615.4945;265.2624;3764.3699;560.8711;32.4884;202.7847;598.0007;48.9111;2448.297;56.4084;267.7615;182.7919;8354.8733;775.7944;1148.5184;2074.9732;146.3763;5.3552;537.3081;398.4291;13.2096;93.181;590.8604;14.9946;298.4648;114.2449;201.7137;10.7105;7.1403;1.4281;2.1742;10.6783;5.3552;1271.1175;736.5227;188.5041;8.2114;22.849;116.03;216.3513;251.3388;9.6394;415.9229;17.4938;32.4884;49.9821;5.3552;46.769;0.714;57.1225;193.87;0;1.071;234.5591;1169.2253;1068.904;4417.3509;113.5309;7.8543;75.3838;34.9875;0.357;132.0957;0;780.0571;40.664;421.6887;27.4902;1.071;0.714;22.492;44.9839;87.1117;8.2114;83.5416;2.8561;403.4273;886.1121;131.0246;16.0657;785.0768;581.935;0;580.507;72.7133;1280.6141;2.8561;11.0675;2182.0778;1739.518;133.8808;305.9622;1361.6566;394.1449;0;2207.7829;88.1471;59.9786;126.7404;0;0;0;13.9236;471.9743;1191.0032;37.2688;0;0;716.1728;61.4066;3.2131;998.5719;236.7012;351.3031;1.071;324.1699;264.1914;1.7851;55.7801;250.6248;1741.7065;6.7833;7.4973;765.0839;9.6394;1.071;156.0157;2207.0689;2.8561;348.447;1893.2524;31.4174;3557.658;1011.0675
Astrocytoma;756.1446;429.8795;5082.4096;991.8072;220.241;302.6506;797.5904;70.3614;680.2169;28.9157;209.1566;248.6747;7890.1205;1616.3855;948.9157;1824.0964;199.5181;1.4458;183.6145;222.6506;7.7108;368.6747;731.5663;19.759;255.9036;55.9036;177.8313;13.012;24.5783;0.9639;0;14.9398;36.1446;1386.7807;476.6265;518.0723;3.8554;31.8072;90.6024;163.3735;1217.8313;66.506;428.4337;28.9157;126.747;100.7229;16.3855;350.8434;0;14.9398;362.7133;0.9639;1.9277;457.3494;1939.759;2716.6265;3861.6867;93.494;11.0843;98.8096;10.6024;0.9639;69.8795;0;901.388;80.6072;940.4193;15.9036;3.8554;0.4819;171.5663;66.988;58.3133;25.0602;574.9398;24.0964;447.7108;868.4337;268.4337;44.8193;5826.988;1171.5663;0.4819;364.3373;106.0916;1244.3373;1.4458;14.9398;4088.1928;1582.988;187.9518;266.988;1544.0964;405.3012;0;4501.6867;133.1133;378.3133;97.3494;0;0.9639;0;47.2289;329.1566;1436.6265;75.3205;0;0;510.3614;49.6386;4.3373;586.506;584.5783;695.4217;8.1928;222.6506;160.4819;3.3735;10.1205;215.9036;1190.9446;4.3373;16.8675;791.8072;146.0241;3.3735;53.494;2773.012;0;671.8072;2392.7711;15.9036;6348.4337;1036.1446
Astrocytoma;705.7133;410.3485;2207.6895;476.4642;42.4003;245.7779;547.2512;315.3863;5484.2939;61.0852;280.2731;621.9907;10248.6525;883.2195;1320.5174;1114.6245;191.4876;5.3899;203.3777;206.6116;2.8746;58.2106;5233.9202;15.8103;939.9928;24.7934;457.4201;6.1085;0;4.6604;1.3762;7.2476;76.1768;1801.0564;733.0219;448.4369;34.1358;156.6655;100.9702;204.8149;262.6662;17.9662;1606.5397;163.852;70.0683;139.7772;149.479;1193.3166;0.3593;3.2339;788.5879;3.2339;2.8746;1145.8857;4450.9522;2081.2073;13671.9368;75.4581;7.5458;117.4416;138.6992;1.4373;200.5031;0.3593;960.9307;430.8768;982.6087;210.9235;5.7492;2.8746;11.1391;42.7596;137.2619;31.6206;139.0586;94.1286;212.0014;1550.8444;43.1189;89.4718;2262.3069;748.8322;2.1559;491.9152;108.4226;1653.2519;3.2339;13.6543;2938.9148;1801.5918;227.4524;291.0528;1408.5519;673.3489;0.3593;6430.4707;2217.111;238.2321;71.5056;0.3593;2.1559;0;21.2001;276.3205;3325.9073;54.4053;0;0;91.2684;31.9799;86.2379;87.6752;959.7557;369.3856;3.2339;141.9332;606.899;0.3593;15.8103;89.1125;1108.383;68.631;20.1222;871.7212;10.7797;2.1559;2919.152;2710.7438;0;564.1394;1746.3169;6.8272;4370.8229;1039.885
Oligodendroglioma;434.8234;188.1615;3724.8127;194.2735;11.3508;528.6859;1022.8828;36.6719;5826.8652;43.2204;304.7256;162.4039;7947.3148;621.6752;1105.3945;1947.1008;65.1755;4.8023;406.4464;1110.1967;26.6308;71.1609;824.6802;13.9702;248.8447;82.9482;179.4301;4.3657;17.0262;1.7463;0.4366;6.112;8.7314;1624.6548;121.3664;84.6945;7.8583;7.8583;25.7576;32.3062;58.9369;5.2388;694.1458;3.9291;21.3919;4.8023;7.8583;23.1382;0;21.3919;78.875;0.4366;0.8731;352.7483;405.1367;156.292;3716.0813;15.7165;2.6194;81.6735;3.9291;0.4366;56.7541;0.8731;336.1587;0;251.9007;39.2913;0;0.8731;0.8731;52.8249;4.8023;8.2948;3.9291;0.4366;79.4557;793.6837;76.8363;4.3657;355.3677;742.6051;0.8731;402.0807;11.7656;1437.624;1.7463;15.2799;1466.4376;1681.8018;147.5606;277.2218;1596.972;302.9794;6.5485;1143.8126;13.0971;20.0822;80.7654;0;0.4366;0;14.8434;2153.5983;371.5208;70.8291;0;0;143.6314;26.6308;0.8731;38.4181;34.0524;516.8985;0;161.5308;94.2991;0.8731;45.8398;66.7952;3322.2823;3.056;1.3097;368.4648;1.7463;55.0078;175.9376;547.895;0;482.4095;1083.1294;14.4068;4610.6126;1153.4171
Oligodendroglioma;424.23;218.0698;4762.2177;393.0185;12.3203;237.7823;1025.0513;33.6756;4119.6509;42.7105;374.9487;137.1663;9090.3491;1320.3285;1492.4025;1301.848;88.2012;2.4641;73.1006;690.7598;27.1047;63.2444;1829.5688;22.1766;188.9117;211.0883;92.8131;8.2136;12.731;1.6427;3.269;3.7125;11.0883;1341.2402;187.6797;120.3285;5.3388;11.0883;55.0308;45.5852;128.5421;5.7495;758.9322;7.3922;20.9446;14.3737;11.499;54.2094;0.4107;9.0349;115.232;0;7.8029;303.9014;572.0739;257.4949;5916.2218;33.6756;2.0534;78.4476;0.8214;0.8214;67.7618;0;443.7495;17.5524;379.3593;8.6242;0.4107;1.232;9.8563;57.0842;14.7844;22.9979;8.6242;2.2752;121.9713;1263.655;142.5051;7.8029;925.2567;326.078;0.8214;218.0698;20.4641;1537.1663;1.6427;12.3203;1791.3758;2201.9589;97.7413;245.9959;1586.8583;270.6366;4.1068;2258.7269;35.4949;43.5318;179.0554;0;0.4107;0;13.1417;1801.6427;670.2259;37.7782;0;0;224.6407;24.6407;17.2485;196.3039;242.7105;338.809;1.6427;359.7536;206.5708;0.8214;154.6899;49.2813;2650.3737;12.731;1.6427;347.4333;18.4805;7.3922;177.0021;1243.1211;10.6776;426.694;1719.9179;4.1068;2122.3819;970.0205
